building_type,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
Technology/science,2A,All,All,All,17.84,62.3,154.5,188.804,266.0,446.11999999999995,Hot Humid,2023,6-29
Technology/science,2A,All,Fewer than 40,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Fewer than 40,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Fewer than 40,All,,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,"100,000 - 199,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,"500,000 - 999,999",,,,,,,Hot Humid,2023,≤5
Technology/science,2A,All,Open Continuously,All,165.62,220.6,266.0,304.76666666666665,415.2,476.12,Hot Humid,2023,6-29
Technology/science,2B,2010 and after,40-48,"50,000 - 99,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,40-48,All,,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,All,"200,000 - 499,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,All,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,All,"50,000 - 99,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,All,All,,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,Open Continuously,"200,000 - 499,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,Open Continuously,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,2010 and after,Open Continuously,All,,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,40-48,"50,000 - 99,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,40-48,All,,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,All,"200,000 - 499,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,All,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,All,"50,000 - 99,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,All,All,,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,Open Continuously,"200,000 - 499,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,Open Continuously,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Technology/science,2B,All,Open Continuously,All,,,,,,,Hot Dry,2023,≤5
Technology/science,3A,1946-1959,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1946-1959,48.01 - 60,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1946-1959,All,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1946-1959,All,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,48.01 - 60,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,All,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,All,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,All,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,Open Continuously,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1960-1979,Open Continuously,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,40-48,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,40-48,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,48.01 - 60,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,All,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,All,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,All,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,1980-1999,All,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,40-48,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,40-48,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,48.01 - 60,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,48.01 - 60,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,All,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,All,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,All,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,Open Continuously,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2000-2009,Open Continuously,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,All,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,All,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,All,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,All,All,92.71000000000001,158.8,218.8,311.6714285714286,426.5,655.9999999999999,Warm Humid,2023,6-29
Technology/science,3A,2010 and after,Open Continuously,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,Open Continuously,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,Open Continuously,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,2010 and after,Open Continuously,All,92.71000000000001,158.8,218.8,311.6714285714286,426.5,655.9999999999999,Warm Humid,2023,6-29
Technology/science,3A,All,40-48,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,40-48,All,,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,48.01 - 60,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,48.01 - 60,All,125.35,149.525,160.45,172.16666666666666,202.05,227.825,Warm Humid,2023,6-29
Technology/science,3A,All,All,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,All,"100,000 - 199,999",117.9,184.95000000000002,244.60000000000002,259.7,324.8,425.55,Warm Humid,2023,6-29
Technology/science,3A,All,All,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,All,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,All,All,99.695,157.275,217.4,260.6388888888889,293.15000000000003,569.0999999999998,Warm Humid,2023,6-29
Technology/science,3A,All,Open Continuously,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,Open Continuously,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,Open Continuously,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,Open Continuously,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Technology/science,3A,All,Open Continuously,All,93.98,187.0,218.8,290.94444444444446,307.6,640.1999999999999,Warm Humid,2023,6-29
Technology/science,3B,1946-1959,60.01 - 84,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,60.01 - 84,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,All,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,All,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,All,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,All,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,Open Continuously,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,Open Continuously,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1946-1959,Open Continuously,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,48.01 - 60,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,48.01 - 60,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,All,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,All,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,All,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,All,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,Fewer than 40,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,Fewer than 40,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,Open Continuously,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,Open Continuously,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1960-1979,Open Continuously,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,40-48,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,40-48,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,40-48,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,40-48,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,40-48,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,48.01 - 60,All,33.375,49.575,96.85,107.53333333333333,166.10000000000002,193.75,Warm Dry,2023,6-29
Technology/science,3B,1980-1999,60.01 - 84,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,60.01 - 84,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,60.01 - 84,"50,000 - 99,999",29.37,39.4,63.8,107.2,182.05,206.58999999999997,Warm Dry,2023,6-29
Technology/science,3B,1980-1999,60.01 - 84,All,30.16,43.9,75.7,101.62222222222222,181.1,203.21999999999997,Warm Dry,2023,6-29
Technology/science,3B,1980-1999,84.01-167,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,84.01-167,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,84.01-167,All,,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,All,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Technology/science,3B,1980-1999,All,"100,000 - 199,999",96.98,142.7,162.6,280.4222222222222,257.8,747.5199999999999,Warm Dry,2023,6-29
Technology/science,3B,1980-1999,All,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
